processid	sampleid	recordID	catalognum	fieldnum	institution_storing	collection_code	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	identification_method	identification_reference	tax_note	voucher_status	tissue_type	collection_event_id	collectors	collectiondate_start	collectiondate_end	collectiontime	collection_note	site_code	sampling_protocol	lifestage	sex	reproduction	habitat	associated_specimens	associated_taxa	extrainfo	notes	lat	lon	coord_source	coord_accuracy	elev	depth	elev_accuracy	depth_accuracy	country	province_state	region	sector	exactsite	image_ids	image_urls	media_descriptors	captions	copyright_holders	copyright_years	copyright_licenses	copyright_institutions	photographers
GBGC11167-13	JN999705	3596007	Phrhil1		Mined from GenBank, NCBI		BOLD:AAY1119	18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757236	Chelinae	171545	Phrynops	668011	Phrynops hilarii																									46.6424	2.19402	Coordinates from country centroid						France													
GBGC11209-13	HQ329747	3602333	AMCC:106882		Mined from GenBank, NCBI		BOLD:AAJ9710	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			253652	Astrochelys	253653	Astrochelys radiata					SHAW 1802																																									
GBGC11211-13	HQ329745	3602335	AMCC:183078		Mined from GenBank, NCBI		BOLD:AAY2938	18	Chordata	76	Reptilia	384	Testudines	171533	Podocnemididae			171536	Podocnemis	253640	Podocnemis vogli					MÜLLER 1935																																									
GBGC11220-13	HQ329736	3602344	AMCC:183072		Mined from GenBank, NCBI		BOLD:AAX1328	18	Chordata	76	Reptilia	384	Testudines	1110	Pelomedusidae			171538	Pelusios	253651	Pelusios williamsi					LAURENT 1965																																									
GBGC11258-13	HQ329658	3602382	AMCC:157834		Mined from GenBank, NCBI		BOLD:AAK2415	18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	190967	Emydinae	191070	Terrapene	191071	Terrapene carolina					LINNAEUS 1758																																									
GBGC11265-13	HQ329651	3602389	HQ329651	HQ329651	Mined from GenBank, NCBI		BOLD:AAY2298	18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	191002	Deirochelyinae	191003	Graptemys	191008	Graptemys nigrinoda					CAGLE 1954																																									
GBGC15305-19	MH700859	10865569	GGNPR090		Mined from GenBank, NCBI		BOLD:AAX1351	18	Chordata	76	Reptilia	384	Testudines	1110	Pelomedusidae			171538	Pelusios	253644	Pelusios castaneus					SCHWEIGGER 1812																				9.61029	8.14771	Coordinates from country centroid						Nigeria													
GBGC16130-19	KY776437	10866394		KY776437	Mined from GenBank, NCBI		BOLD:ACH4511	18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757233	Chelodininae	171559	Elseya	253591	Elseya lavarackorum					WHITE & ARCHER 1994																																									
GBGC16156-19	KY857556	10866420		KY857556	Mined from GenBank, NCBI		BOLD:AAX7669	18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757233	Chelodininae	669875	Myuchelys	922134	Myuchelys latisternum																																														
GBGC19800-19	NC_042475	10870064		NC_042475	Mined from GenBank, NCBI		BOLD:AAX7669	18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757233	Chelodininae	669875	Myuchelys	922134	Myuchelys latisternum																																														
GBGCR1938-18	KP751964	8769704		KP751964	Mined from GenBank, NCBI		BOLD:AAE1538	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5702	Mauremys	29446	Mauremys mutica					CANTOR 1842																				38.0733	104.691	Coordinates from country centroid						China													
GBGCR1963-18	KP751996	8769729		KP751996	Mined from GenBank, NCBI		BOLD:AAE1538	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5702	Mauremys	29446	Mauremys mutica					CANTOR 1842																				38.0733	104.691	Coordinates from country centroid						China													
GBGCR1976-18	KP752016	8769742		KP752016	Mined from GenBank, NCBI		BOLD:AAE1538	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5702	Mauremys	29441	Mauremys annamensis					SIEBENROCK 1903																				38.0733	104.691	Coordinates from country centroid						China													
GBGCR2741-19	EF011411	9671878			Mined from GenBank, NCBI		BOLD:ADC5847	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5631	Cuora	29443	Cuora trifasciata					BELL 1825																																									
GBGCR2857-19	KF894772	9671994	AUTK40		Mined from GenBank, NCBI		BOLD:AAX4361	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	191033	Morenia	191034	Morenia petersi					ANDERSON 1879																				25.15	93.08							India													
GBGCR2890-19	KU976952	9672027			Mined from GenBank, NCBI		BOLD:AAJ1832	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			82179	Manouria	82180	Manouria emys	922137	Manouria emys phayrei																							23.5863	81.173	Coordinates from country centroid						India													
GBGCR2956-19	KT023012	9672093			Mined from GenBank, NCBI		BOLD:AAG3747	18	Chordata	76	Reptilia	384	Testudines	1113	Trionychidae	190957	Trionychinae	191035	Nilssonia	191036	Nilssonia formosa					GRAY 1869																																									
GBGCR2973-19	MF110283	9672110	ZSI:eDNA9		Mined from GenBank, NCBI		BOLD:ACA9031	18	Chordata	76	Reptilia	384	Testudines	1113	Trionychidae	190957	Trionychinae	191035	Nilssonia	499956	Nilssonia nigricans					ANDERSON 1875																				26.7248	92.9944							India													
GBGCR3021-19	MF432772	9672158	NBFGR-LIPT46		Mined from GenBank, NCBI		BOLD:AAF6774	18	Chordata	76	Reptilia	384	Testudines	1113	Trionychidae	190974	Cyclanorbinae	191025	Lissemys	191026	Lissemys punctata					BONNATERRE 1789																																									
GBGCR3081-19	MF432832	9672218	NBFGR-NIG12		Mined from GenBank, NCBI		BOLD:AAX6376	18	Chordata	76	Reptilia	384	Testudines	1113	Trionychidae	190957	Trionychinae	191035	Nilssonia	499955	Nilssonia gangetica																																														
GBGCR3089-19	MF432840	9672226	NBFGR-NIH1		Mined from GenBank, NCBI		BOLD:AAG3813	18	Chordata	76	Reptilia	384	Testudines	1113	Trionychidae	190957	Trionychinae	191035	Nilssonia	253667	Nilssonia hurum					GRAY 1831																																									
GBGCR3100-19	NC_037385	9672237			Mined from GenBank, NCBI		BOLD:AAW3597	18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757233	Chelodininae	171555	Chelodina	253584	Chelodina parkeri					RHODIN & MITTERMEIER 1976																																									
GBGCR3114-19	MG912803	9672251	CAS8321		Mined from GenBank, NCBI		BOLD:AAW3604	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			279929	Chelonoidis	922142	Chelonoidis duncanensis																																														
GBGCR3132-19	MG912821	9672269			Mined from GenBank, NCBI		BOLD:AAW3604	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			279929	Chelonoidis	922142	Chelonoidis duncanensis																																														
GBGCR3157-19	MG728237	9672294	RCT440		Mined from GenBank, NCBI		BOLD:AAY2298	18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	191002	Deirochelyinae	191003	Graptemys	191005	Graptemys caglei					HAYNES & MCKOWN 1974																																									
GBGCR3160-19	MG728240	9672297	RCT276		Mined from GenBank, NCBI		BOLD:AAY2298	18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	191002	Deirochelyinae	191003	Graptemys	253606	Graptemys ernsti					LOVICH & MCCOY 1992																																									
GBGCR3181-19	MG728263	9672318	RCT315		Mined from GenBank, NCBI		BOLD:AAY2298	18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	191002	Deirochelyinae	191003	Graptemys	191009	Graptemys oculifera					BAUR 1890																																									
GBGCR3190-19	MG728270	9672327	RCT10		Mined from GenBank, NCBI		BOLD:AAY2298	18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	191002	Deirochelyinae	191003	Graptemys	668010	Graptemys pseudogeographica	922148	Graptemys pseudogeographica kohnii																																												
GBGCR3216-19	MG189511	9672353			Mined from GenBank, NCBI		BOLD:ABV8283	18	Chordata	76	Reptilia	384	Testudines	1110	Pelomedusidae			3396	Pelomedusa	30223	Pelomedusa subrufa					BONNATERRE 1789																				-19.0416	46.6849	Coordinates from country centroid						Madagascar													
GBMNA11680-19	GQ889364	9628678		GQ889364	Mined from GenBank, NCBI		BOLD:AAB3006	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5631	Cuora	28767	Cuora pani					SONG 1984																																									
GBMNA11743-19	KC692463	9628741		KC692463	Mined from GenBank, NCBI		BOLD:AAX1351	18	Chordata	76	Reptilia	384	Testudines	1110	Pelomedusidae			171538	Pelusios	253644	Pelusios castaneus					SCHWEIGGER 1812																																									
GBMNB58036-20	MH157802	11652379		MH157802	Mined from GenBank, NCBI		BOLD:AAY2055	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	191011	Hardella	191012	Hardella thurjii					GRAY 1831																												India													
GBMNB58047-20	MH157795	11652390		MH157795	Mined from GenBank, NCBI		BOLD:AAF6774	18	Chordata	76	Reptilia	384	Testudines	1113	Trionychidae	190974	Cyclanorbinae	191025	Lissemys	191026	Lissemys punctata					BONNATERRE 1789																												India													
GBMNC60045-20	MN067839	12449823		MN067839	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757236	Chelinae	171553	Chelus	254061	Chelus fimbriata																																	Colombia													
GBMNE55329-22	MZ046083	16350992	Soft_shell_turtle1-T-COI-1.seq		Mined from GenBank, NCBI		BOLD:AAI3663	18	Chordata	76	Reptilia	384	Testudines	1113	Trionychidae	190957	Trionychinae	3399	Pelodiscus	28600	Pelodiscus sinensis					WIEGMANN 1835																																									
GBMNF43456-22	MT181187	15409315		MT181187	Mined from GenBank, NCBI		BOLD:AAJ0518	18	Chordata	76	Reptilia	384	Testudines	34463	Chelydridae			34464	Chelydra	34465	Chelydra serpentina					LINNAEUS 1758																																									
GBMNF43495-22	OM945828	15409354		OM945828	Mined from GenBank, NCBI		BOLD:AAF1292	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5702	Mauremys	29445	Mauremys reevesii																									38.0733	104.691	Coordinates from country centroid						China													
GBMNF43503-22	OL318407	15409362		OL318407	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	384	Testudines	1110	Pelomedusidae			171538	Pelusios	253641	Pelusios chapini					LAURENT 1965																																									
GBMNF43507-22	OL804200	15409366		OL804200	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	384	Testudines	171533	Podocnemididae			171540	Erymnochelys	171541	Erymnochelys madagascariensis					GRANDIDIER 1867																																									
GBMNF43512-22	OL804205	15409371		OL804205	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	384	Testudines	171533	Podocnemididae			171540	Erymnochelys	171541	Erymnochelys madagascariensis					GRANDIDIER 1867																																									
GBMTG4143-16	NC_026024	6962516		NC_026024	Mined from GenBank, NCBI		BOLD:AAX1688	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	191013	Heosemys	747503	Heosemys depressa anum 26080148																																														
GBMTG705-16	NC_007693	6959078		NC_007693	Mined from GenBank, NCBI		BOLD:AAJ1832	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			82179	Manouria	82180	Manouria emys					SCHLEGEL & MÜLLER 1844																																									
GTICO090-18	BcT_CVC68	9562068		CVC68	Centro de Educacion Ambiental San Emigdio		BOLD:ACB6679	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			279929	Chelonoidis	758733	Chelonoidis carbonarius														Decomiso por trafico de fauna					S														Colombia	Valle del Cauca				3554772	http://www.boldsystems.org/pics/GTICO/37405+1553262512.JPG	In situ		Banco de Im&aacute;genes IAvH	2019	CreativeCommons - Attribution Non-Commercial Share-Alike	Instituto de Investigacion Alexander von Humboldt IAvH	Manuela Restrepo
HWSST013-20	ACEH_IBRC09040406	12340546		ACEH_IBRC09040406	Institut Pertanian Bogor University			18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158934	Lepidochelys	158935	Lepidochelys olivacea				DNA non barcoding	ESCHSCHOLTZ 1829											Tissue Sampling																	Indonesia	Aceh	Aceh Besar											
HWSST018-20	BALI_IBRC09060101	12340551		BALI_IBRC09060101	Institut Pertanian Bogor University			18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158934	Lepidochelys	158935	Lepidochelys olivacea				DNA non barcoding	ESCHSCHOLTZ 1829											Tissue Sampling																	Indonesia	Bali	Denpasar | Serangan											
HWSST034-20	BALI_IBRC09060118	12340567		BALI_IBRC09060118	Institut Pertanian Bogor University			18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158934	Lepidochelys	158935	Lepidochelys olivacea				DNA non barcoding	ESCHSCHOLTZ 1829											Tissue Sampling																	Indonesia	Bali	Denpasar | Serangan											
HWSST057-20	JATIM_IBRC090713	12340590		JATIM_IBRC090713	Institut Pertanian Bogor University			18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158934	Lepidochelys	158935	Lepidochelys olivacea				DNA non barcoding	ESCHSCHOLTZ 1829											Tissue Sampling																	Indonesia	Jawa Timur	Trenggalek | Kili-kili											
HWSST090-20	KUPANG_26_LTEI9_F	12340623		KUPANG_26_LTEI9_F	Institut Pertanian Bogor University			18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158934	Lepidochelys	158935	Lepidochelys olivacea				DNA non barcoding	ESCHSCHOLTZ 1829											Tissue Sampling																	Indonesia	Nusa Tenggara Timur	Tuafanu											
HWSST110-20	PADANG_2315922_PDG01	12340643		PADANG_2315922_PDG01	Institut Pertanian Bogor University			18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158934	Lepidochelys	158935	Lepidochelys olivacea				DNA non barcoding	ESCHSCHOLTZ 1829											Tissue Sampling																	Indonesia	Riau	Padang | Pariaman											
MTD006-21	MTDT_310	14179803		MTDT_310	Senckenberg Natural History Collections Dresden, Museum of Zoology		BOLD:AAX5574	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	191037	Notochelys	191038	Notochelys platynota					GRAY 1834		DNA/Tissue Vouchered Only	blood																	0.15592	113.965	Coordinates from country centroid						Indonesia													
MTD044-21	MTDT_4032	14179841		MTDT_4032	Senckenberg Natural History Collections Dresden, Museum of Zoology		BOLD:AEM8830	18	Chordata	76	Reptilia	384	Testudines	1113	Trionychidae	190974	Cyclanorbinae	191025	Lissemys	191026	Lissemys punctata	1131693	Lissemys punctata vittata					DNA/Tissue Vouchered Only	muscle																	23.5863	81.173	Coordinates from country centroid						India													
MTD076-21	MTDT_5865	14179873		MTDT_5865	Senckenberg Natural History Collections Dresden, Museum of Zoology		BOLD:AAG3747	18	Chordata	76	Reptilia	384	Testudines	1113	Trionychidae	190957	Trionychinae	191035	Nilssonia	191036	Nilssonia formosa					GRAY 1869		DNA/Tissue Vouchered Only	muscle																	19.9012	97.0889	Coordinates from country centroid						Myanmar													
VTCOL047-17	BIOUG31184-H06	7590212	BIOUG31184-H06	L#16EL-01	Centre for Biodiversity Genomics		BOLD:AAJ0518	18	Chordata	76	Reptilia	384	Testudines	34463	Chelydridae			34464	Chelydra	34465	Chelydra serpentina			Paul Hebert		LINNAEUS 1758		Vouchered:Registered Collection	vert muscle		Paul Hebert				Found dead		Free Hand	A			Forest				Collected in August	44.5631	-76.5535	GPS						Canada	Ontario	South Frontenac	Hartington	Eel Lake Cottage									
BENT066-08	BR_CC_10	967825		CC_10	American Museum of Natural History		BOLD:AAB8364	18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158932	Caretta	158933	Caretta caretta					LINNAEUS 1758														S				FAO-21		32.7504	-83.5002	Coordinates from province centroid						United States	Georgia												
BENT068-08	BR_CC_32	967827		CC_32	American Museum of Natural History		BOLD:AAB8364	18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158932	Caretta	158933	Caretta caretta					LINNAEUS 1758														S				FAO-21										United States	Georgia												
BENT091-08	BR_ND_N5698	967850		N5698	University of Canberra		BOLD:AAC8055	18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757234	Cheloniinae	190953	Natator	669852	Natator depressus																			S				FAO-71										Australia	Queensland												
BENT107-08	BR_Ch_BH_6	967866		Batrachemys_heliostemma_6	American Museum of Natural History		BOLD:AAH0045	18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757236	Chelinae	253594	Mesoclemmys	279925	Mesoclemmys heliostemma			Bill Mccord		MCCORD, JOSEPH-OUNI & LAMAR 2001														S																											
BENT165-08	BR_Ge_OS_1	967924	AMNH:AMCC:157709		American Museum of Natural History		BOLD:AAJ1757	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5702	Mauremys	29436	Mauremys sinensis																																														
BENT202-08	BR_Em_TT_17	967961		Trachemys_terrapen_17	American Museum of Natural History		BOLD:AAK2050	18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	191002	Deirochelyinae	80310	Trachemys	191076	Trachemys terrapen			Bill Mccord		BONNATERRE 1789														S																											
BENT262-09	BR_Ge_MS_1	1218541	FMNH:255267		Field Museum of Natural History		BOLD:AAX3734	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	253612	Malayemys	253613	Malayemys subtrijuga					SCHWEIGGER 1812																												Laos	Champasak	Mounlapamok District											
BENT276-09	BR_Ki_KHe_1	1218555	UTA:22365	K92	University of Texas, Arlington, Amphibian and Reptile Diversity Research Center		BOLD:AAE5725	18	Chordata	76	Reptilia	384	Testudines	34441	Kinosternidae	191021	Kinosterninae	34442	Kinosternon	253628	Kinosternon herrerai			John Iverson		STEJNEGER 1925					Jonathan Campbell and Carl Franklin																							Mexico	Puebla	Carretera Texcala-Zaotitlan Salinas											
BENT281-09	BR_Ki_KI_99	1218560	UTA:23779	K99	American Museum of Natural History		BOLD:AAE5725	18	Chordata	76	Reptilia	384	Testudines	34441	Kinosternidae	191021	Kinosterninae	34442	Kinosternon	253630	Kinosternon integrum			John Iverson		LE CONTE 1854					Jonathan Campbell and Carl Franklin																							Mexico	Jalisco	Carretera entre las Cruces y Atenguilla, Mex Hwy 90											
CMMX004-20	18_CBGIPN_FC_0704	12515236		RN0704	Instituto Politecnico Nacional, Centro de Biotecnologia Genomica		BOLD:AAB2931	18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757234	Cheloniinae	5598	Chelonia	26699	Chelonia mydas			Miguel Angel Reyes Lopez	Taxonomy	LINNAEUS 1758					Fatima Yedith Camacho-Sanchez; H. Hugo Acosta Sanchez			Early morning		89670	Cevical blood sample	Adult	F		Marino/terrestre.					23.2275	-97.7685	Gloogle Maps						Mexico	Tamaulipas	The Gulf of Mexico	Tamaulipas	Rancho Nuevo Sanctuary									
CMMX005-20	18_CBGIPN_FC_0705	12515237		RN0705	Instituto Politecnico Nacional, Centro de Biotecnologia Genomica		BOLD:AAB2931	18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757234	Cheloniinae	5598	Chelonia	26699	Chelonia mydas			Miguel Angel Reyes Lopez	Taxonomy	LINNAEUS 1758					Fatima Yedith Camacho-Sanchez; H. Hugo Acosta Sanchez			Early morning		89670	Cevical blood sample	Adult	F	S	Marino/terrestre.					23.2275	-97.7685	Gloogle Maps						Mexico	Tamaulipas	The Gulf of Mexico	Tamaulipas	Rancho Nuevo Sanctuary									
CYTC5515-12	JX454988	2781523		JX454988	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158932	Caretta	158933	Caretta caretta					LINNAEUS 1758																			Caretta caretta																						
EICOL001-10	EICOI1.1	1498409		EICOI1	Universidad de Bogota Jorge Tadeo Lozano		BOLD:ABY7376	18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158930	Eretmochelys	158931	Eretmochelys imbricata			Elia Perez-Reyes		(LINNAEUS) 1766		To Be Vouchered:Holdup/Private	Blood		Carolina Franco and Jorge Davila							A		S						10.16	-75.75							Colombia	Bolivar	Caribbean	Parque Nacional Natural Islas del Rosario y San Bernardo	Acuario Ceiner									
EICOL012-11	EICOI12	2223554	EICOI12	EICOI12	Universidad de Bogota Jorge Tadeo Lozano		BOLD:ABA0328	18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158930	Eretmochelys	158931	Eretmochelys imbricata					(LINNAEUS) 1766														S						4.18775	-72.6445	Coordinates from country centroid						Colombia													
GBGC11161-13	JN993984	3594845	JN993984	JN993984	Mined from GenBank, NCBI		BOLD:AAY2298	18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	191002	Deirochelyinae	191003	Graptemys	517236	Graptemys ouachitensis					CAGLE 1953									Country data added by BOLD curation - Aug 2020											41.53	-91.13							United States	Iowa												
GBGC11267-13	HQ329649	3602391	HQ329649	HQ329649	Mined from GenBank, NCBI		BOLD:AAY2298	18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	191002	Deirochelyinae	191003	Graptemys	191006	Graptemys flavimaculata					CAGLE 1954																																									
GBGC11283-13	HQ329633	3602407	HQ329633	HQ329633	Mined from GenBank, NCBI		BOLD:AAY1119	18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757236	Chelinae	171545	Phrynops	171548	Phrynops geoffroanus					SCHWEIGGER 1812																												Venezuela	Bolivar	Bolivar											
GBGC11316-13	HQ329600	3602440	AM:R123067		Mined from GenBank, NCBI		BOLD:AAX7671	18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757233	Chelodininae	171559	Elseya	253587	Elseya albagula					THOMSON, GEORGES & LIMPUS 2006																				-25.5358	151.658							Australia	Queensland	Queensland,Burnett River											
GBGC11439-13	KC181206	3619952	Bronx Zoo		Mined from GenBank, NCBI		BOLD:AAY1036	18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	190967	Emydinae	190968	Glyptemys	190999	Glyptemys muhlenbergii					SCHOEPFF 1801																				38.8208	-96.3316	Coordinates from country centroid						United States													
GBGC11447-13	KC181198	3619960	MVZ 164994		Mined from GenBank, NCBI		BOLD:AAJ6329	18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	190967	Emydinae	253604	Actinemys	253605	Actinemys marmorata																									38.8208	-96.3316	Coordinates from country centroid						United States													
GBGC12347-13	JF719809	3649046	JF719809	JF719809	Mined from GenBank, NCBI		BOLD:AAW5926	18	Chordata	76	Reptilia	384	Testudines	1113	Trionychidae	190957	Trionychinae	191049	Pelochelys	669853	Pelochelys cantorii																																														
GBGC16127-19	KY776434	10866391		KY776434	Mined from GenBank, NCBI		BOLD:AAI9276	18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757233	Chelodininae	171559	Elseya	253589	Elseya branderhorsti																																														
GBGC8025-09	AF113661	1034923	AF113661		Mined from GenBank, NCBI			18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757236	Chelinae	253594	Mesoclemmys	758770	Mesoclemmys nasuta																																														
GBGCR1967-18	KP752003	8769733		KP752003	Mined from GenBank, NCBI		BOLD:ADM4431	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5702	Mauremys	29446	Mauremys mutica					CANTOR 1842																				38.0733	104.691	Coordinates from country centroid						China													
GBGCR1970-18	KP752009	8769736		KP752009	Mined from GenBank, NCBI		BOLD:ADM4431	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5702	Mauremys	29446	Mauremys mutica					CANTOR 1842																				38.0733	104.691	Coordinates from country centroid						China													
GBGCR1986-18	KP752030	8769752		KP752030	Mined from GenBank, NCBI		BOLD:AAE1538	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5702	Mauremys	29441	Mauremys annamensis					SIEBENROCK 1903																				38.0733	104.691	Coordinates from country centroid						China													
GBGCR1996-18	KR610440	8769762		KR610440	Mined from GenBank, NCBI		BOLD:AAI6543	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			191000	Gopherus	253655	Gopherus agassizii					COOPER 1863																				38.8208	-96.3316	Coordinates from country centroid						United States		Trout Canyon, Nevada											
GBGCR2713-19	HQ329668	9671850			Mined from GenBank, NCBI		BOLD:AAK2050	18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	191002	Deirochelyinae	80310	Trachemys	191076	Trachemys terrapen					BONNATERRE 1789																																									
GBGCR2721-19	HQ329677	9671858	AMCC:166657		Mined from GenBank, NCBI		BOLD:AAY1577	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	190993	Geoclemys	190994	Geoclemys hamiltonii					GRAY 1831																																									
GBGCR2742-19	KC543355	9671879	AHNU:26080273		Mined from GenBank, NCBI		BOLD:ADC5847	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5631	Cuora	29443	Cuora trifasciata					BELL 1825																																									
GBGCR2752-19	HQ329685	9671889	AMCC:199993		Mined from GenBank, NCBI		BOLD:AAX4970	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	191023	Leucocephalon	191024	Leucocephalon yuwonoi					MCCORD, IVERSON & BOEADI 1995																																									
GBGCR2770-19	JN090132	9671907	UTA R-43959		Mined from GenBank, NCBI			18	Chordata	76	Reptilia	384	Testudines	34441	Kinosternidae	757237	Staurotypinae	253619	Claudius	253620	Claudius angustatus					COPE 1865																																									
GBGCR2772-19	AF113664	9671909			Mined from GenBank, NCBI			18	Chordata	76	Reptilia	384	Testudines	171533	Podocnemididae			171540	Erymnochelys	171541	Erymnochelys madagascariensis					GRANDIDIER 1867																																									
GBGCR2774-19	KC751492	9671911			Mined from GenBank, NCBI		BOLD:AAY2929	18	Chordata	76	Reptilia	384	Testudines	171533	Podocnemididae			171536	Podocnemis	171537	Podocnemis expansa					SCHWEIGGER 1812																				-8.52272	-74.1142	Coordinates from country centroid						Peru													
GBGCR2909-19	KP751966	9672046			Mined from GenBank, NCBI		BOLD:AAE1538	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5702	Mauremys	29446	Mauremys mutica					CANTOR 1842																				38.0733	104.691	Coordinates from country centroid						China													
GBGCR2934-19	KP268852	9672071	T8		Mined from GenBank, NCBI		BOLD:ADC7899	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	164068	Cyclemys	499958	Cyclemys gemeli																									23.71	92.72							India													
GBGCR2935-19	KP268844	9672072	T38		Mined from GenBank, NCBI		BOLD:AAJ1832	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			82179	Manouria	82180	Manouria emys	922138	Manouria emys emys																							23.75	92.85							India													
GBGCR2942-19	KX559016	9672079	HBS27134		Mined from GenBank, NCBI		BOLD:ABX2924	18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	191002	Deirochelyinae	5587	Chrysemys	30442	Chrysemys picta					SCHNEIDER 1783																																									
GBGCR2947-19	KJ489404	9672084			Mined from GenBank, NCBI			18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			757688	Centrochelys	758735	Centrochelys sulcata																																														
GBGCR2957-19	KY705235	9672094			Mined from GenBank, NCBI		BOLD:AAI9276	18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757233	Chelodininae	171559	Elseya	253589	Elseya branderhorsti																																														
