processid	sampleid	recordID	catalognum	fieldnum	institution_storing	collection_code	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	identification_method	identification_reference	tax_note	voucher_status	tissue_type	collection_event_id	collectors	collectiondate_start	collectiondate_end	collectiontime	collection_note	site_code	sampling_protocol	lifestage	sex	reproduction	habitat	associated_specimens	associated_taxa	extrainfo	notes	lat	lon	coord_source	coord_accuracy	elev	depth	elev_accuracy	depth_accuracy	country	province_state	region	sector	exactsite	image_ids	image_urls	media_descriptors	captions	copyright_holders	copyright_years	copyright_licenses	copyright_institutions	photographers
HWSST106-20	P.YAPEN_11_LTEI9_F	12340639		P.YAPEN_11_LTEI9_F	Institut Pertanian Bogor University			18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158934	Lepidochelys	158935	Lepidochelys olivacea				DNA non barcoding	ESCHSCHOLTZ 1829											Tissue Sampling																	Indonesia	West Papua	Pulau Yapen											
MTD004-21	MTDT_290	14179801		MTDT_290	Senckenberg Natural History Collections Dresden, Museum of Zoology		BOLD:AAJ1832	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			82179	Manouria	82180	Manouria emys	922138	Manouria emys emys					DNA/Tissue Vouchered Only	blood																	0.15592	113.965	Coordinates from country centroid						Indonesia													
MTD025-21	MTDT_2284	14179822		MTDT_2284	Senckenberg Natural History Collections Dresden, Museum of Zoology			18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			79003	Testudo	81514	Testudo graeca	1131685	Testudo graeca buxtoni					DNA/Tissue Vouchered Only	blood																	32.906	54.2371	Coordinates from country centroid						Iran													
MTD065-21	MTDT_5223	14179862		MTDT_5223	Senckenberg Natural History Collections Dresden, Museum of Zoology			18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			191019	Kinixys	1131706	Kinixys spekii							DNA/Tissue Vouchered Only	muscle																	-3.33863	23.4198	Coordinates from country centroid						Democratic Republic of the Congo													
NMNHR751-17	MSB87064	8282759	MSB:Herp:87064	BSFC7064	Museum of Southwestern Biology		BOLD:AAX0380	18	Chordata	76	Reptilia	384	Testudines	34441	Kinosternidae	191021	Kinosterninae	34442	Kinosternon	80801	Kinosternon flavescens					AGASSIZ 1857		Vouchered:Registered Collection																		42.5271	-100.67							United States	Nebraska	Cherry County		Valentine National Wildlife Refuge, Pelican Lake,									
STURT008-21	IMS-E3R-1	14288495		IMS-E3R-1	Middle East Technical University, Institute of Marine Sciences		BOLD:AAB8364	18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158932	Caretta	158933	Caretta caretta			Fatima Nur Ogul	Morphological	LINNAEUS 1758			Muscle		Fatima Nur Ogul							Hatchling		S	Sandy beach					36.57	34.259	GPS	10					Turkey	Mersin	North Eastern Mediterranean	Erdemli	METU-IMS beach									
STURT033-21	IMS-E12R-13	14290080		IMS-E12R-13	Middle East Technical University, Institute of Marine Sciences			18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158932	Caretta	158933	Caretta caretta			Fatima Nur Ogul	Morphological	LINNAEUS 1758			Muscle		Fatima Nur Ogul							Hatchling		S	Sandy beach					36.57	34.259	GPS	10					Turkey	Mersin	North Eastern Mediterranean	Erdemli	METU-IMS beach									
TZREP008-15	ISIS 46818	6219265	ISIS#46818	PM#21987	Metropolitan Toronto Zoo		BOLD:AAY1041	18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	190967	Emydinae	190968	Glyptemys	190969	Glyptemys insculpta			Michael Dobrovetsky		LE CONTE 1830												Juvenile		S				Wood turtle	Captive,1 year old									Exception - Zoological Park													
BENT028-08	BR_CM_CK3	967787		CK3	University of Canberra		BOLD:AAB2931	18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757234	Cheloniinae	5598	Chelonia	26699	Chelonia mydas					LINNAEUS 1758														S				FAO-71										Australia	Queensland	Heron Island											
BENT030-08	BR_CM_J8881	967789		J8881	University of Canberra		BOLD:AAB2931	18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757234	Cheloniinae	5598	Chelonia	26699	Chelonia mydas					LINNAEUS 1758														S				FAO-71										Australia	Queensland	Heron Island											
BENT044-08	BR_DC_14	967803		14	American Museum of Natural History		BOLD:AAB9663	18	Chordata	76	Reptilia	384	Testudines	52058	Dermochelyidae			52059	Dermochelys	52060	Dermochelys coriacea					VANDELLI 1761														S				FAO-34										Gabon		Mayumba											
BENT073-08	BR_CC_J1585	967832		J1585	University of Canberra		BOLD:AAB8364	18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158932	Caretta	158933	Caretta caretta					LINNAEUS 1758														S				FAO-71										Australia	Queensland	Mon Repos											
BENT162-08	BR_Tr_NF_12BC	967921		Nilssonia_formosa_12BC	American Museum of Natural History		BOLD:AAG3747	18	Chordata	76	Reptilia	384	Testudines	1113	Trionychidae	190957	Trionychinae	191035	Nilssonia	191036	Nilssonia formosa			Bill Mccord		GRAY 1869														S																											
BENT216-09	BR_Ch_Cre_1	1218495		Chelodina_reimanni_	American Museum of Natural History		BOLD:ACI1881	18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757233	Chelodininae	171555	Chelodina	253586	Chelodina reimanni			Arthur Georges		PHILIPPEN & GROSSMANN 1990																																									
BENT223-09	BR_Ch_ED_19	1218502		Elseya_dentata_19	American Museum of Natural History		BOLD:AAI9279	18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757233	Chelodininae	171559	Elseya	171562	Elseya dentata			Bill Mccord		GRAY 1863																																									
BENT284-09	BR_Ki_SS_17	1218563		Staurotypus_salvini_17BC	American Museum of Natural History		BOLD:AAH9955	18	Chordata	76	Reptilia	384	Testudines	34441	Kinosternidae	757237	Staurotypinae	253632	Staurotypus	669854	Staurotypus salvinii			Bill Mccord																																											
BENT309-09	BR_Te_AY_1	1218588	AMNH:AMCC:125847		American Museum of Natural History		BOLD:AAJ9708	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			253652	Astrochelys	253654	Astrochelys yniphora					VAILLANT 1885																												Madagascar													
CMMX001-20	18_CBGIPN_FC_0701	12514663		RN0701	Instituto Politecnico Nacional, Centro de Biotecnologia Genomica		BOLD:AAB2931	18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757234	Cheloniinae	5598	Chelonia	26699	Chelonia mydas			Miguel Angel Reyes Lopez	Taxonomy	LINNAEUS 1758			Blood		Fatima Yedith Camacho-Sanchez			Early morning		89670	Cevical blood sample	Mature	F	S	Marino/terrestre.				A blood sample was taken from Rancho Nuevo Sanctuary, Tamaulipas, MEX.	23.2275	-97.7685	Gloogle Maps						Mexico	Tamaulipas	The Gulf of Mexico	Tamaulipas	Rancho Nuevo Sanctuary									
CMMX023-20	17_CBGIPN_FC_1003	12515834		NC1003	Instituto Politecnico Nacional, Centro de Biotecnologia Genomica		BOLD:AAB2931	18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757234	Cheloniinae	5598	Chelonia	26699	Chelonia mydas			Miguel Angel Reyes Lopez	Taxonomy	LINNAEUS 1758			Blood		Alan A. Zavala-Norzagaray; Catherine E. Hart			Morning			Cevical blood sample	Juvenil		S	Marino/terrestre.					21.3139	-106.268	Gloogle Maps						Mexico	Nayarit	Isla Cleofas, Tres Marias	Nayarit	Isla Cleofas									
CYTC5516-12	JX454990	2781524		JX454990	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757234	Cheloniinae	5598	Chelonia	26699	Chelonia mydas					LINNAEUS 1758																			Chelonia mydas																						
EANAH582-12	KU KUH 307815	2593100	307815		University of Kansas, Biodiversity Institute		BOLD:AAJ0518	18	Chordata	76	Reptilia	384	Testudines	34463	Chelydridae			34464	Chelydra	34465	Chelydra serpentina					LINNAEUS 1758					Raul Diaz															38.93	-95.25							United States	Kansas	Douglas	Lawrence, Naismith Creek										
GBGC0866-06	AY357746	482325	YPM R 14078		Mined from GenBank, NCBI		BOLD:AAB4448	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5631	Cuora	28785	Cuora galbinifrons					BOURRET 1939																																									
GBGC10649-13	JN416995	3575189	AUTK14		Mined from GenBank, NCBI		BOLD:AAF6774	18	Chordata	76	Reptilia	384	Testudines	1113	Trionychidae	190974	Cyclanorbinae	191025	Lissemys	191026	Lissemys punctata	499957	Lissemys punctata andersoni								S. Kundu															23.5	91.25							India													
GBGC10755-13	JN794088	3586003	AUTK52		Mined from GenBank, NCBI		BOLD:AAF6774	18	Chordata	76	Reptilia	384	Testudines	1113	Trionychidae	190974	Cyclanorbinae	191025	Lissemys	191026	Lissemys punctata	499957	Lissemys punctata andersoni								S. Kundu															23.95	88.04							India													
GBGC11162-13	JN993983	3594846	JN993983	JN993983	Mined from GenBank, NCBI		BOLD:ACH6956	18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	191002	Deirochelyinae	191003	Graptemys	473440	Graptemys geographica					LE SUEUR 1817									Country data added by BOLD curation - Aug 2020											42.77	-91.08							United States	Iowa												
GBGC11196-13	HQ329760	3602320	AMCC:125859		Mined from GenBank, NCBI		BOLD:AAX1183	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			253658	Homopus	253659	Homopus signatus					SCHOEPFF 1801																																									
GBGC11205-13	HQ329751	3602329	FMNH:262225		Mined from GenBank, NCBI		BOLD:AAW3604	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			279929	Chelonoidis	758604	Chelonoidis niger																																														
GBGC11338-13	KF059170	3609090	151564		Mined from GenBank, NCBI		BOLD:AAK2415	18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	190967	Emydinae	191070	Terrapene	191071	Terrapene carolina	669895	Terrapene carolina major								D. Parker															29.9	-85.24							United States													
GBGC11342-13	KF059166	3609094	Hay4		Mined from GenBank, NCBI		BOLD:AAK2412	18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	190967	Emydinae	191070	Terrapene	253607	Terrapene ornata	669191	Terrapene ornata ornata								B. Hay															42.96	-90.13							United States													
GBGC11347-13	KF059161	3609099	Coah5		Mined from GenBank, NCBI		BOLD:AAK2414	18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	190967	Emydinae	191070	Terrapene	191072	Terrapene coahuila					SCHMIDT & OWENS 1944																				29.98	-102.05							Mexico													
GBGC11396-13	KC750819	3611742	KC750819	KC750819	Mined from GenBank, NCBI		BOLD:AAR9512	18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae			190972	Clemmys	190973	Clemmys guttata					SCHNEIDER 1792					M. Dorcas															38.8208	-96.3316	Coordinates from country centroid						United States													
GBGC11764-13	JX454987	3636130	JX454987	JX454987	Mined from GenBank, NCBI		BOLD:AAC1248	18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158934	Lepidochelys	158935	Lepidochelys olivacea					ESCHSCHOLTZ 1829																																									
GBGC3648-07	EF011495	649793	EF011495		Mined from GenBank, NCBI		BOLD:AAB3007	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5631	Cuora	29443	Cuora trifasciata					BELL 1825																																									
GBGCR1981-18	KP752024	8769747		KP752024	Mined from GenBank, NCBI		BOLD:AAE1538	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5702	Mauremys	29441	Mauremys annamensis					SIEBENROCK 1903																				38.0733	104.691	Coordinates from country centroid						China													
GBGCR1992-18	KP752040	8769758		KP752040	Mined from GenBank, NCBI		BOLD:AAE1538	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5702	Mauremys	29441	Mauremys annamensis					SIEBENROCK 1903																				38.0733	104.691	Coordinates from country centroid						China													
GBGCR2793-19	EF120488	9671930			Mined from GenBank, NCBI			18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			166578	Chersina	166579	Chersina angulata					SCHWEIGGER 1812																																									
